pdf_file,pdf_url,office1,candidate1_1,candidate1_2,candidate1_3,office2,candidate2_1,candidate2_2,office3,candidate3_1,candidate3_2,office4,candidate4_1,candidate4_2,office5,candidate5_1,candidate5_2,office6,candidate6_1,candidate6_2,office7,candidate7_1,candidate7_2,office8,candidate8_1,office9,candidate9_1,office10,candidate10_1,office11,candidate11_1,office12,candidate12_1,office13,candidate13_1
MECKLENBURG-20241105-SAMPLE-E-B0065.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/MECKLENBURG-20241105-SAMPLE-E-B0065.pdf,NC District Court Judge District 26 Seat 1,Shante' Burke-Hayer,,,NC District Court Judge District 26 Seat 2,Aretha Blake,,NC District Court Judge District 26 Seat 3,Jena Culler,,NC District Court Judge District 26 Seat 4,Keith Smith,,NC District Court Judge District 26 Seat 5,Faith Fickling-Alvarez,,NC District Court Judge District 26 Seat 6,Ty Hands,,NC District Court Judge District 26 Seat 7,Gary L. Henderson,,NC District Court Judge District 26 Seat 8,Christy T. Mann,NC District Court Judge District 26 Seat 9,Rex Marvel,NC District Court Judge District 26 Seat 10,C. Renee Little,NC District Court Judge District 26 Seat 11,Elizabeth Thornton Trosch,NC District Court Judge District 26 Seat 12,Roy H. Wiggins,,
WAKE-20241105-SAMPLE-E-B0084.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAKE-20241105-SAMPLE-E-B0084.pdf,NC Superior Court Judge District 10C Seat 1,Stephanie Davis,Becky Holt,Sean A. B. Cole,NC District Court Judge District 10D Seat 4,Rhonda Graham Young,,NC District Court Judge District 10D Seat 5,Blair Williams,,NC District Court Judge District 10D Seat 3 Unexpired term ending 2027,Karl Roth,Kevin Boxberger,,,,,,,,,,,,,,,,,,,,,
WAYNE-20241105-SAMPLE-E-B0056-27_27.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAYNE-20241105-SAMPLE-E-B0056-27_27.pdf,NC Superior Court Judge District 9B Seat 1,Ericka James,Billy Strickland II,,NC District Court Judge District 9 Seat 2,Jon Sargeant,,NC District Court Judge District 9 Seat 3,Curtis Stackhouse,,NC District Court Judge District 9 Seat 4,Chris Rogerson,,NC District Court Judge District 9 Seat 5,Justin Lee Minshew,,NC District Court Judge District 9 Seat 6,Annette W. Turik,,,,,,,,,,,,,,,,
MECKLENBURG-20241105-SAMPLE-E-B0059.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/MECKLENBURG-20241105-SAMPLE-E-B0059.pdf,NC District Court Judge District 26 Seat 1,Shante' Burke-Hayer,,,NC District Court Judge District 26 Seat 2,Aretha Blake,,NC District Court Judge District 26 Seat 3,Jena Culler,,NC District Court Judge District 26 Seat 4,Keith Smith,,NC District Court Judge District 26 Seat 5,Faith Fickling-Alvarez,,NC District Court Judge District 26 Seat 6,Ty Hands,,NC District Court Judge District 26 Seat 7,Gary L. Henderson,,NC District Court Judge District 26 Seat 8,Christy T. Mann,NC District Court Judge District 26 Seat 9,Rex Marvel,NC District Court Judge District 26 Seat 10,C. Renee Little,NC District Court Judge District 26 Seat 11,Elizabeth Thornton Trosch,NC District Court Judge District 26 Seat 12,Roy H. Wiggins,,
WAKE-20241105-SAMPLE-E-B0053.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAKE-20241105-SAMPLE-E-B0053.pdf,NC District Court Judge District 10F Seat 2,Damion L. McCullers,,,NC District Court Judge District 10F Seat 3,Jim Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20241105-SAMPLE-E-B0047.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAKE-20241105-SAMPLE-E-B0047.pdf,NC District Court Judge District 10D Seat 4,Rhonda Graham Young,,,NC District Court Judge District 10D Seat 5,Blair Williams,,NC District Court Judge District 10D Seat 3 Unexpired term ending 2027,Karl Roth,Kevin Boxberger,,,,,,,,,,,,,,,,,,,,,,,,
NORTHAMPTON-20241105-SAMPLE-U-B0001.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/NORTHAMPTON-20241105-SAMPLE-U-B0001.pdf,NC District Court Judge District 7 Seat 1,W. Rob Lewis II,,,NC District Court Judge District 7 Seat 2,Teresa Raquel Robinson Freeman,Democratic Party,NC District Court Judge District 7 Seat 3,Takiya Lewis Blalock,,NC District Court Judge District 7 Seat 4,Jamal Summey,,,,,,,,,,,,,,,,,,,,,,
DURHAM-20241105-SAMPLE-E-B0020.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/DURHAM-20241105-SAMPLE-E-B0020.pdf,NC Superior Court Judge District 16A Seat 1,Shamieka LaCher Rhinehart,,,NC District Court Judge District 16 Seat 7,Kendra Montgomery-Blinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20241105-SAMPLE-E-B0079.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAKE-20241105-SAMPLE-E-B0079.pdf,NC District Court Judge District 10D Seat 4,Rhonda Graham Young,,,NC District Court Judge District 10D Seat 5,Blair Williams,,NC District Court Judge District 10D Seat 3 Unexpired term ending 2027,Karl Roth,Kevin Boxberger,,,,,,,,,,,,,,,,,,,,,,,,
FORSYTH-20241105-SAMPLE-E-B0122-508__01.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/FORSYTH-20241105-SAMPLE-E-B0122-508__01.pdf,NC District Court Judge District 31 Seat 10,Shonna R. Alexander,Erin Brock,,NC District Court Judge District 31 Seat 11,David E. Sipprell,,NC District Court Judge District 31 Seat 5,Camille Banks-Prince,,NC District Court Judge District 31 Seat 6,Artrese Ziglar,,NC District Court Judge District 31 Seat 7,Carrie Vickery,,NC District Court Judge District 31 Seat 8,Whit Davis,,NC District Court Judge District 31 Seat 9,Kristin Kelly Broyles,,,,,,,,,,,,,
WAKE-20241105-SAMPLE-E-B0051.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAKE-20241105-SAMPLE-E-B0051.pdf,NC District Court Judge District 10D Seat 4,Rhonda Graham Young,,,NC District Court Judge District 10D Seat 5,Blair Williams,,NC District Court Judge District 10D Seat 3 Unexpired term ending 2027,Karl Roth,Kevin Boxberger,,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20241105-SAMPLE-E-B0045.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAKE-20241105-SAMPLE-E-B0045.pdf,NC District Court Judge District 10D Seat 4,Rhonda Graham Young,,,NC District Court Judge District 10D Seat 5,Blair Williams,,NC District Court Judge District 10D Seat 3 Unexpired term ending 2027,Karl Roth,Kevin Boxberger,,,,,,,,,,,,,,,,,,,,,,,,
DURHAM-20241105-SAMPLE-E-B0008.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/DURHAM-20241105-SAMPLE-E-B0008.pdf,NC District Court Judge District 16 Seat 7,Kendra Montgomery-Blinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEE-20241105-SAMPLE-E-B0009-PRECINCT_E1_.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/LEE-20241105-SAMPLE-E-B0009-PRECINCT_E1_.pdf,NC District Court Judge District 12 Seat 10,Mary Howard Wells,,,NC District Court Judge District 12 Seat 11,Brian E. Lewis,,NC District Court Judge District 12 Seat 4,Jason H. Coats,,NC District Court Judge District 12 Seat 5,Jillian (Jill) Pope,,NC District Court Judge District 12 Seat 6,Craig James,,NC District Court Judge District 12 Seat 7,Terry F. Rose,,NC District Court Judge District 12 Seat 8,"Jimmy Love, Jr.",,NC District Court Judge District 12 Seat 9,Frank Wood,,,,,,,,,,
MECKLENBURG-20241105-SAMPLE-E-B0073.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/MECKLENBURG-20241105-SAMPLE-E-B0073.pdf,NC District Court Judge District 26 Seat 1,Shante' Burke-Hayer,,,NC District Court Judge District 26 Seat 2,Aretha Blake,,NC District Court Judge District 26 Seat 3,Jena Culler,,NC District Court Judge District 26 Seat 4,Keith Smith,,NC District Court Judge District 26 Seat 5,Faith Fickling-Alvarez,,NC District Court Judge District 26 Seat 6,Ty Hands,,NC District Court Judge District 26 Seat 7,Gary L. Henderson,,NC District Court Judge District 26 Seat 8,Christy T. Mann,NC District Court Judge District 26 Seat 9,Rex Marvel,NC District Court Judge District 26 Seat 10,C. Renee Little,NC District Court Judge District 26 Seat 11,Elizabeth Thornton Trosch,NC District Court Judge District 26 Seat 12,Roy H. Wiggins,,
WAKE-20241105-SAMPLE-E-B0092.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAKE-20241105-SAMPLE-E-B0092.pdf,NC District Court Judge District 10B Seat 2,Ashleigh S. Parker,,,NC District Court Judge District 10B Seat 3,Julie Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAVIDSON-20241105-SAMPLE-E-B0004.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/DAVIDSON-20241105-SAMPLE-E-B0004.pdf,NC Superior Court Judge District 33 Seat 2,Lori I. Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20241105-SAMPLE-E-B0086.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAKE-20241105-SAMPLE-E-B0086.pdf,NC Superior Court Judge District 10C Seat 1,Stephanie Davis,Becky Holt,Sean A. B. Cole,NC District Court Judge District 10A Seat 2,Vartan A. (Woofer) Davidian III,,NC District Court Judge District 10A Seat 3,Cindy Kenney,,,,,,,,,,,,,,,,,,,,,,,,,
MECKLENBURG-20241105-SAMPLE-E-B0067.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/MECKLENBURG-20241105-SAMPLE-E-B0067.pdf,NC District Court Judge District 26 Seat 1,Shante' Burke-Hayer,,,NC District Court Judge District 26 Seat 2,Aretha Blake,,NC District Court Judge District 26 Seat 3,Jena Culler,,NC District Court Judge District 26 Seat 4,Keith Smith,,NC District Court Judge District 26 Seat 5,Faith Fickling-Alvarez,,NC District Court Judge District 26 Seat 6,Ty Hands,,NC District Court Judge District 26 Seat 7,Gary L. Henderson,,NC District Court Judge District 26 Seat 8,Christy T. Mann,NC District Court Judge District 26 Seat 9,Rex Marvel,NC District Court Judge District 26 Seat 10,C. Renee Little,NC District Court Judge District 26 Seat 11,Elizabeth Thornton Trosch,NC District Court Judge District 26 Seat 12,Roy H. Wiggins,,
CALDWELL-20241105-SAMPLE-E-B0002.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/CALDWELL-20241105-SAMPLE-E-B0002.pdf,NC District Court Judge District 36 Seat 8,Scott D. Conrad,,,NC District Court Judge District 36 Seat 9,Richard S. Holloway,,NC District Court Judge District 36 Seat 10,Andrea C. Plyler,,NC District Court Judge District 36 Seat 6 Unexpired term ending 2027,Scott M. Lippert,,,,,,,,,,,,,,,,,,,,,,
FORSYTH-20241105-SAMPLE-E-B0171-906_.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/FORSYTH-20241105-SAMPLE-E-B0171-906_.pdf,NC Superior Court Judge District 31C Seat 1,Eric Morgan,,,NC District Court Judge District 31 Seat 10,Shonna R. Alexander,Erin Brock,NC District Court Judge District 31 Seat 11,David E. Sipprell,,NC District Court Judge District 31 Seat 5,Camille Banks-Prince,,NC District Court Judge District 31 Seat 6,Artrese Ziglar,,NC District Court Judge District 31 Seat 7,Carrie Vickery,,NC District Court Judge District 31 Seat 8,Whit Davis,,NC District Court Judge District 31 Seat 9,Kristin Kelly Broyles,,,,,,,,,,
VANCE-20241105-SAMPLE-E-B0054-WH_WH_31.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/VANCE-20241105-SAMPLE-E-B0054-WH_WH_31.pdf,NC District Court Judge District 11B Seat 2,Adam S. Keith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WASHINGTON-20241105-SAMPLE-E-B0002.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WASHINGTON-20241105-SAMPLE-E-B0002.pdf,NC Superior Court Judge District 2 Seat 2,Seth Edwards,,,NC District Court Judge District 2 Seat 3,Jonathan Jones,Jason Williams,NC District Court Judge District 2 Seat 4,Keith B. Mason,,,,,,,,,,,,,,,,,,,,,,,,,
CABARRUS-20241105-SAMPLE-E-B0003.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/CABARRUS-20241105-SAMPLE-E-B0003.pdf,NC District Court Judge District 25 Seat 5,Nate Knust,,,NC District Court Judge District 25 Seat 6,Michael G. Knox,,NC District Court Judge District 25 Seat 3 Unexpired term ending 2027,Kimberly Herrick,Juanita Boger-Allen,,,,,,,,,,,,,,,,,,,,,,,,
GASTON-20241105-SAMPLE-E-B0042-33_TRYON.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/GASTON-20241105-SAMPLE-E-B0042-33_TRYON.pdf,NC Superior Court Judge District 38 Seat 3,Craig Collins,,,NC District Court Judge District 38 Seat 3,Donald Rice,,NC District Court Judge District 38 Seat 4,Holden B. Clark,,NC District Court Judge District 38 Seat 5,Angela G. Hoyle,,NC District Court Judge District 38 Seat 6,Ed Bogle,,NC District Court Judge District 38 Seat 7,Megan Shepard,,,,,,,,,,,,,,,,
SURRY-20241105-SAMPLE-E-B0001.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/SURRY-20241105-SAMPLE-E-B0001.pdf,NC Superior Court Judge District 23 Seat 1,Angela B. Puckett,,,NC District Court Judge District 23 Seat 4,Bill Southern,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONSLOW-20241105-SAMPLE-V-B0004-CR07.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/ONSLOW-20241105-SAMPLE-V-B0004-CR07.pdf,NC District Court Judge District 5 Seat 9,Walter Bateman,Republican Party,,NC District Court Judge District 5 Seat 10,Melissa Blizzard Stevens,,NC District Court Judge District 5 Seat 3,Christopher J. Welch,Republican Party,NC District Court Judge District 5 Seat 4,Michael C. Surles,Republican Party,NC District Court Judge District 5 Seat 5,Robert H. Gilmore,Republican Party,NC District Court Judge District 5 Seat 6,"James L. (Jim) Moore, Jr.",Republican Party,NC District Court Judge District 5 Seat 7,William Shanahan,Republican Party,NC District Court Judge District 5 Seat 8,Billy Sutton,,,,,,,,,,
WAKE-20241105-SAMPLE-E-B0119.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAKE-20241105-SAMPLE-E-B0119.pdf,NC Superior Court Judge District 10C Seat 1,Stephanie Davis,Becky Holt,Sean A. B. Cole,NC District Court Judge District 10A Seat 2,Vartan A. (Woofer) Davidian III,,NC District Court Judge District 10A Seat 3,Cindy Kenney,,,,,,,,,,,,,,,,,,,,,,,,,
ALAMANCE-20241105-SAMPLE-E-B0003.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/ALAMANCE-20241105-SAMPLE-E-B0003.pdf,NC District Court Judge District 17 Seat 2,"Larry Brown, Jr.",,,NC District Court Judge District 17 Seat 3,Doug Green,Craig Turner,NC District Court Judge District 17 Seat 4,Kathryn Whitaker (Katie) Overb,,NC District Court Judge District 17 Seat 5,Meredith Tuck Edwards,Natalie R. Jones,NC District Court Judge District 17 Seat 1 Unexpired term ending 2027,"R. Bryan Norris, Jr.",Bryan Ray,,,,,,,,,,,,,,,,,,
WAKE-20241105-SAMPLE-E-B0125.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAKE-20241105-SAMPLE-E-B0125.pdf,NC District Court Judge District 10E Seat 3,Crystal Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20241105-SAMPLE-E-B0131.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAKE-20241105-SAMPLE-E-B0131.pdf,NC District Court Judge District 10B Seat 2,Ashleigh S. Parker,,,NC District Court Judge District 10B Seat 3,Julie Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRAHAM-20241105-SAMPLE-E-B0003-TAPOCO_.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/GRAHAM-20241105-SAMPLE-E-B0003-TAPOCO_.pdf,NC Superior Court Judge District 43A Seat 1,Tessa Shelton Sellers,,,NC District Court Judge District 43 Seat 4,Monica Hayes Leslie,,NC District Court Judge District 43 Seat 5,Kristy L. Parton,,NC District Court Judge District 43 Seat 6,Kaleb Wingate,,NC District Court Judge District 43 Seat 7,Virginia Hornsby,,NC District Court Judge District 43 Seat 2 Unexpired term ending 2027,Justin B. Greene,,,,,,,,,,,,,,,,
HENDERSON-20241105-SAMPLE-E-B0008.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/HENDERSON-20241105-SAMPLE-E-B0008.pdf,NC District Court Judge District 42 Seat 1,James Marshall,,,NC District Court Judge District 42 Seat 2,Gene Johnson,,NC District Court Judge District 42 Seat 3,Monica Jean Gillett,Lora T. Baker,NC District Court Judge District 42 Seat 4,Kimberly Gasperson-Justice,,,,,,,,,,,,,,,,,,,,,,
WAYNE-20241105-SAMPLE-E-B0060-29_29.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAYNE-20241105-SAMPLE-E-B0060-29_29.pdf,NC Superior Court Judge District 9B Seat 1,Ericka James,Billy Strickland II,,NC District Court Judge District 9 Seat 2,Jon Sargeant,,NC District Court Judge District 9 Seat 3,Curtis Stackhouse,,NC District Court Judge District 9 Seat 4,Chris Rogerson,,NC District Court Judge District 9 Seat 5,Justin Lee Minshew,,NC District Court Judge District 9 Seat 6,Annette W. Turik,,,,,,,,,,,,,,,,
FORSYTH-20241105-SAMPLE-E-B0168-904__03.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/FORSYTH-20241105-SAMPLE-E-B0168-904__03.pdf,NC District Court Judge District 31 Seat 11,David E. Sipprell,,,NC District Court Judge District 31 Seat 5,Camille Banks-Prince,,NC District Court Judge District 31 Seat 6,Artrese Ziglar,,NC District Court Judge District 31 Seat 7,Carrie Vickery,,NC District Court Judge District 31 Seat 8,Whit Davis,,NC District Court Judge District 31 Seat 9,Kristin Kelly Broyles,,NC District Court Judge District 31 Seat 10,Shonna R. Alexander,Erin Brock,,,,,,,,,,,,
FORSYTH-20241105-SAMPLE-E-B0091-207__03.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/FORSYTH-20241105-SAMPLE-E-B0091-207__03.pdf,NC District Court Judge District 31 Seat 10,Shonna R. Alexander,Erin Brock,,NC District Court Judge District 31 Seat 11,David E. Sipprell,,NC District Court Judge District 31 Seat 5,Camille Banks-Prince,,NC District Court Judge District 31 Seat 6,Artrese Ziglar,,NC District Court Judge District 31 Seat 7,Carrie Vickery,,NC District Court Judge District 31 Seat 8,Whit Davis,,NC District Court Judge District 31 Seat 9,Kristin Kelly Broyles,,,,,,,,,,,,,
WAKE-20241105-SAMPLE-E-B0130.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAKE-20241105-SAMPLE-E-B0130.pdf,NC District Court Judge District 10B Seat 2,Ashleigh S. Parker,,,NC District Court Judge District 10B Seat 3,Julie Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HENDERSON-20241105-SAMPLE-E-B0009.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/HENDERSON-20241105-SAMPLE-E-B0009.pdf,NC District Court Judge District 42 Seat 1,James Marshall,,,NC District Court Judge District 42 Seat 2,Gene Johnson,,NC District Court Judge District 42 Seat 3,Monica Jean Gillett,Lora T. Baker,NC District Court Judge District 42 Seat 4,Kimberly Gasperson-Justice,,,,,,,,,,,,,,,,,,,,,,
WAKE-20241105-SAMPLE-E-B0124.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAKE-20241105-SAMPLE-E-B0124.pdf,NC District Court Judge District 10E Seat 3,Crystal Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALAMANCE-20241105-SAMPLE-E-B0002.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/ALAMANCE-20241105-SAMPLE-E-B0002.pdf,NC District Court Judge District 17 Seat 2,"Larry Brown, Jr.",,,NC District Court Judge District 17 Seat 3,Doug Green,Craig Turner,NC District Court Judge District 17 Seat 4,Kathryn Whitaker (Katie) Overb,,NC District Court Judge District 17 Seat 5,Meredith Tuck Edwards,Natalie R. Jones,NC District Court Judge District 17 Seat 1 Unexpired term ending 2027,"R. Bryan Norris, Jr.",Bryan Ray,,,,,,,,,,,,,,,,,,
WAKE-20241105-SAMPLE-E-B0118.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/WAKE-20241105-SAMPLE-E-B0118.pdf,NC District Court Judge District 10B Seat 2,Ashleigh S. Parker,,,NC District Court Judge District 10B Seat 3,Julie Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NASH-20241105-SAMPLE-E-B0022-P12A_SALEM.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/NASH-20241105-SAMPLE-E-B0022-P12A_SALEM.pdf,NC Superior Court Judge District 8A Seat 1,Tim Wilson,,,NC District Court Judge District 8 Seat 7,Alicia Slaughter,,NC District Court Judge District 8 Seat 3,"William Solomon, Jr.",,NC District Court Judge District 8 Seat 4,Matthew P. Sperati,Jennifer K. Bennington,NC District Court Judge District 8 Seat 5,Ed Brown,,NC District Court Judge District 8 Seat 6,William C. Farris,,,,,,,,,,,,,,,,
PITT-20241105-SAMPLE-U-B0018.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/PITT-20241105-SAMPLE-U-B0018.pdf,NC Superior Court Judge District 3 Seat 1,Jeffery B. Foster,,,NC District Court Judge District 3 Seat 3,G. Galen Braddy,,NC District Court Judge District 3 Seat 4,Brian DeSoto,,NC District Court Judge District 3 Seat 5,Wendy Smallwood Hazelton,,NC District Court Judge District 3 Seat 6,Mario E. Perez,,,,,,,,,,,,,,,,,,,
FORSYTH-20241105-SAMPLE-E-B0164-902_.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2024-11-05/FORSYTH-20241105-SAMPLE-E-B0164-902_.pdf,NC District Court Judge District 31 Seat 11,David E. Sipprell,,,NC District Court Judge District 31 Seat 5,Camille Banks-Prince,,NC District Court Judge District 31 Seat 6,Artrese Ziglar,,NC District Court Judge District 31 Seat 7,Carrie Vickery,,NC District Court Judge District 31 Seat 8,Whit Davis,,NC District Court Judge District 31 Seat 9,Kristin Kelly Broyles,,NC District Court Judge District 31 Seat 10,Shonna R. Alexander,Erin Brock,,,,,,,,,,,,
